"MATNR","TO_CHAR(ERDAT,'YYYYMMDD')","KWMENG","SEND_LOCID","ABC_HITS_NETWORK","ABC_COST","ABC_DEMAND","P4","END_DATE","HOSTPLANNERCODEID"
"KITPAB100","20221130","1","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20211208","2","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20220906","2","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20211111","2","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20230613","1","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20230928","1","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20210608","2","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20211215","1","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20211108","2","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20211105","5","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20211130","1","3002","B","C","SLOW","P","0612","032"
"KITPAB100","20211220","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200901","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200901","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200818","20","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210302","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200827","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200731","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191230","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191227","7","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191022","50","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210323","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220116","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211206","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211206","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211203","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191012","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220308","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200318","30","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211227","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211223","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211011","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211009","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200831","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20230412","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221205","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210421","6","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200619","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220118","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211117","6","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211116","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191122","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191122","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220919","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220304","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211209","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211208","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200507","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210607","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210518","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220104","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211024","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211026","4","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220106","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190814","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190703","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190702","20","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190701","50","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191202","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200312","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191016","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190904","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190903","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220901","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210416","8","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210630","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210524","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220208","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220210","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210310","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220225","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211115","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211115","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211112","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211110","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220211","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220214","7","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211008","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201216","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200821","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200624","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220215","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220824","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210106","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201215","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221029","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200525","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200522","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191106","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191106","50","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191106","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191105","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191105","50","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200413","21","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201116","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201111","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211123","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211126","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211126","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190828","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221116","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221122","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221220","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220104","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211014","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211013","20","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211012","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201015","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210513","15","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200408","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191223","6","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191220","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221020","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221026","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211123","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211122","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211119","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210202","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210202","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210126","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210126","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221107","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20230627","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220301","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220228","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220228","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220228","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200506","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200506","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200506","15","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211216","6","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211214","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211216","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210112","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191205","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220609","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20230522","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211109","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211107","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200614","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200610","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200609","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200824","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200727","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200728","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200702","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200701","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211130","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211130","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191203","20","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190722","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20230515","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20230317","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20230104","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221019","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221018","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200722","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200722","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200710","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211228","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200909","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20230425","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200528","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200601","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200601","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200319","30","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200323","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200323","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220126","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200518","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200518","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201026","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211214","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210702","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201019","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200926","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20221102","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220914","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220811","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200509","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191121","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200421","40","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190804","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190802","7","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211102","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211102","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211104","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211102","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200407","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200403","30","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191218","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211027","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211027","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211027","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211028","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211028","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211029","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211027","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200330","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200402","3","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200401","20","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211210","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210714","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20230313","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191125","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190710","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20190710","20","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220221","4","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220222","4","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20220221","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191021","4","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211214","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210322","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210315","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210307","2","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201123","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191121","7","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191121","10","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210125","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201106","5","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201012","1","5001","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211220","20","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211220","1","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200831","3","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200828","6","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211214","5","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20210601","1","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20201027","5","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20200928","1","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211206","1","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211202","3","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191030","5","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191011","10","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20191011","30","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211014","1","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211018","3","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211015","2","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20211222","5","8011","B","C","MIDDLE","P","0612","032"
"KITPAB100","20230814","1","8023","B","C","FAST","P","0612","032"
"KITPAB100","20230817","1","8023","B","C","FAST","P","0612","032"
"0AM300066C 009","20161226","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20190529","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171023","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180906","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180711","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170314","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20190304","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181219","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180611","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180820","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180320","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181120","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171124","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180622","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170417","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170914","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170422","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170308","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170506","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170327","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160810","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170905","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170606","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161114","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160428","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170523","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180428","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180427","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181009","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180613","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170407","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180402","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180403","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171011","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180919","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180521","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180122","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160509","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170704","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170112","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170518","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161026","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161013","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161116","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180514","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180723","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180822","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20190402","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20190304","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180315","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20190116","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181019","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180517","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171008","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171206","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170223","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171106","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170104","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161019","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160829","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170406","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170116","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160405","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180308","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20190228","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180306","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181210","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180702","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171224","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180808","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180402","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170618","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170306","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170913","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180529","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170714","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180130","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171009","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171127","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170604","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160513","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161212","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170828","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170612","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160705","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160724","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181116","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171225","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181107","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180802","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180823","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180711","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180605","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181025","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170907","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180816","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180104","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181121","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171127","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180801","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170515","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170518","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171108","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160707","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170424","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160704","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160920","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161115","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160922","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161025","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161102","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180427","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180706","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20190103","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180120","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180422","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20190109","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171206","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170905","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170627","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180801","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20171011","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170920","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161104","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160718","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160525","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160712","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20160719","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20161014","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20181226","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170526","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170525","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170523","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180710","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180119","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180605","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180301","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20180104","1","1000-1","F","A","SLOW","3","0816","048"
"0AM300066C 009","20170808","1","1000-1","F","A","SLOW","3","0816","048"
